Flight Distance,Outliers (Qurtile function),Outliers (Use Mean & Standard Deviation),,1. Mean of Column Data,,
2556,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
835,TRUE,TRUE,,,,
1073,TRUE,TRUE,,,,
1269,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2462,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
1135,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2462,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
1114,TRUE,TRUE,,,,
1972,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2462,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
1038,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
771,TRUE,TRUE,,,,
1417,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
851,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
1351,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2462,TRUE,TRUE,,,,
737,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
702,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
886,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
1056,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2655,TRUE,TRUE,,,,
1056,TRUE,TRUE,,,,
855,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2462,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2462,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2349,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2417,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2399,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
1425,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2614,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2409,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2556,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
896,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
922,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
2422,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
881,TRUE,TRUE,,,,
1930,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
2496,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
965,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
1141,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
2120,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
2643,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
1826,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
1850,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
3660,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
228,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
2351,TRUE,TRUE,,,,
2029,TRUE,TRUE,,,,
2811,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
3255,TRUE,TRUE,,,,
3470,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
3792,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
3084,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
4000,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
2402,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
1864,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
2491,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
2708,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
3288,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
3697,TRUE,TRUE,,,,
1896,TRUE,TRUE,,,,
1762,TRUE,TRUE,,,,
1909,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
3809,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
2330,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
2571,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
1901,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
3544,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
413,TRUE,TRUE,,,,
474,TRUE,TRUE,,,,
399,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
2367,TRUE,TRUE,,,,
2738,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
667,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
805,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
1663,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
2374,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
1533,TRUE,TRUE,,,,
2864,TRUE,TRUE,,,,
814,TRUE,TRUE,,,,
805,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
3043,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
667,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
1833,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
805,TRUE,TRUE,,,,
3220,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
359,TRUE,TRUE,,,,
805,TRUE,TRUE,,,,
499,TRUE,TRUE,,,,
414,TRUE,TRUE,,,,
2364,TRUE,TRUE,,,,
805,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
814,TRUE,TRUE,,,,
667,TRUE,TRUE,,,,
814,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
667,TRUE,TRUE,,,,
667,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
667,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
814,TRUE,TRUE,,,,
805,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
805,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
667,TRUE,TRUE,,,,
814,TRUE,TRUE,,,,
759,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
2277,TRUE,TRUE,,,,
2277,TRUE,TRUE,,,,
2277,TRUE,TRUE,,,,
777,TRUE,TRUE,,,,
2277,TRUE,TRUE,,,,
2277,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
2410,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
3233,TRUE,TRUE,,,,
3037,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
1816,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
266,TRUE,TRUE,,,,
1990,TRUE,TRUE,,,,
1990,TRUE,TRUE,,,,
794,TRUE,TRUE,,,,
1990,TRUE,TRUE,,,,
490,TRUE,TRUE,,,,
1990,TRUE,TRUE,,,,
1990,TRUE,TRUE,,,,
1990,TRUE,TRUE,,,,
1617,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
2355,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
2235,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
3197,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
1661,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
2145,TRUE,TRUE,,,,
2747,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
188,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
588,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1284,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1322,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
750,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
2591,TRUE,TRUE,,,,
1121,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1521,TRUE,TRUE,,,,
1428,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
722,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1155,TRUE,TRUE,,,,
1162,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1698,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1262,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1698,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1698,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1698,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1698,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1562,TRUE,TRUE,,,,
1609,TRUE,TRUE,,,,
2937,TRUE,TRUE,,,,
2847,TRUE,TRUE,,,,
994,TRUE,TRUE,,,,
2203,TRUE,TRUE,,,,
3191,TRUE,TRUE,,,,
3855,TRUE,TRUE,,,,
1105,TRUE,TRUE,,,,
994,TRUE,TRUE,,,,
1105,TRUE,TRUE,,,,
994,TRUE,TRUE,,,,
1105,TRUE,TRUE,,,,
1105,TRUE,TRUE,,,,
705,TRUE,TRUE,,,,
1105,TRUE,TRUE,,,,
1105,TRUE,TRUE,,,,
994,TRUE,TRUE,,,,
994,TRUE,TRUE,,,,
994,TRUE,TRUE,,,,
994,TRUE,TRUE,,,,
1105,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1504,TRUE,TRUE,,,,
1226,TRUE,TRUE,,,,
1643,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
1941,TRUE,TRUE,,,,
3304,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
236,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
636,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
818,TRUE,TRUE,,,,
1612,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
3738,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
3576,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
1940,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
2734,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
1188,TRUE,TRUE,,,,
2220,TRUE,TRUE,,,,
1188,TRUE,TRUE,,,,
1188,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
3081,TRUE,TRUE,,,,
1951,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
1188,TRUE,TRUE,,,,
1188,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
1188,TRUE,TRUE,,,,
672,TRUE,TRUE,,,,
1072,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
1554,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1244,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1034,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
987,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1366,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
899,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1617,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
813,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
998,TRUE,TRUE,,,,
998,TRUE,TRUE,,,,
866,TRUE,TRUE,,,,
1096,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1617,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1617,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1617,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1617,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1617,TRUE,TRUE,,,,
1576,TRUE,TRUE,,,,
1598,TRUE,TRUE,,,,
1608,TRUE,TRUE,,,,
1608,TRUE,TRUE,,,,
1608,TRUE,TRUE,,,,
1006,TRUE,TRUE,,,,
1608,TRUE,TRUE,,,,
1608,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1303,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
955,TRUE,TRUE,,,,
174,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
174,TRUE,TRUE,,,,
174,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1674,TRUE,TRUE,,,,
1059,TRUE,TRUE,,,,
751,TRUE,TRUE,,,,
2072,TRUE,TRUE,,,,
1173,TRUE,TRUE,,,,
2072,TRUE,TRUE,,,,
2072,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
3789,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
2917,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1237,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1179,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1288,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
2199,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1288,TRUE,TRUE,,,,
1179,TRUE,TRUE,,,,
1179,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1237,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
2106,TRUE,TRUE,,,,
1583,TRUE,TRUE,,,,
1237,TRUE,TRUE,,,,
3795,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1813,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1179,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
2746,TRUE,TRUE,,,,
1237,TRUE,TRUE,,,,
1237,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1971,TRUE,TRUE,,,,
3855,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1237,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1179,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1129,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1237,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
1189,TRUE,TRUE,,,,
2606,TRUE,TRUE,,,,
1046,TRUE,TRUE,,,,
2013,TRUE,TRUE,,,,
